FFT-Momentaufnahme #1	FFT-Momentaufnahme #1	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung
		195.440				0.251	13.548	-261.145	0.0060	0.323	-6.234	
		195.450	100.44	99.25	1.18							
		195.460				0.468	7.304	-341.648	0.0112	0.174	-8.156	
		195.480				0.543	-0.118	-374.046	0.0130	-0.003	-8.930	
		195.500	99.04	99.25	-0.22	0.463	-7.658	-347.539	0.0111	-0.183	-8.297	24.9
		195.520				0.237	-14.019	-259.182	0.0057	-0.335	-6.187	
		195.540				-0.097	-18.025	-129.591	-0.0023	-0.430	-3.094	
		195.550	98.05	99.25	-1.20							
		195.560				-0.484	-19.203	13.744	-0.0116	-0.458	0.328	
		195.580				-0.866	-17.475	149.226	-0.0207	-0.417	3.563	
		195.600	97.96	99.25	-1.29	-1.183	-13.234	250.346	-0.0282	-0.316	5.977	24.9
		195.620				-1.395	-7.461	308.269	-0.0333	-0.178	7.359	
		195.640				-1.481	-0.903	330.849	-0.0354	-0.022	7.898	
		195.650	98.91	99.25	-0.34							
		195.660				-1.431	5.773	319.068	-0.0342	0.138	7.617	
		195.680				-1.250	11.860	268.999	-0.0299	0.283	6.422	
		195.700	99.67	99.25	0.42	-0.957	16.533	175.733	-0.0228	0.395	4.195	24.9
		195.720				-0.589	18.889	50.069	-0.0141	0.451	1.195	
		195.740				-0.201	18.535	-89.339	-0.0048	0.443	-2.133	
		195.750	100.66	99.26	1.40							
		195.760				0.152	15.315	-223.839	0.0036	0.366	-5.344	
		195.780				0.412	9.582	-322.995	0.0098	0.229	-7.711	
		195.800	99.62	99.25	0.37	0.536	2.395	-370.119	0.0128	0.057	-8.836	24.9
		195.820				0.507	-5.223	-365.210	0.0121	-0.125	-8.719	
		195.840				0.327	-12.213	-296.488	0.0078	-0.292	-7.078	
		195.850	98.50	99.25	-0.75							
		195.860				0.019	-17.082	-172.788	4.5000E-4	-0.408	-4.125	
		195.880				-0.357	-19.124	-31.416	-0.0085	-0.457	-0.750	
		195.900	97.89	99.25	-1.36	-0.746	-18.339	107.992	-0.0178	-0.438	2.578	24.9
		195.920				-1.090	-14.805	221.875	-0.0260	-0.353	5.297	
		195.940				-1.338	-9.464	291.579	-0.0320	-0.226	6.961	
		195.950	98.36	99.25	-0.89							
		195.960				-1.469	-3.142	327.904	-0.0351	-0.075	7.828	
		195.980				-1.464	3.652	329.867	-0.0350	0.087	7.875	
		196.000	99.12	99.25	-0.14	-1.323	10.053	287.652	-0.0316	0.240	6.867	24.9
		196.020				-1.062	15.158	206.167	-0.0254	0.362	4.922	
		196.040				-0.716	18.300	94.248	-0.0171	0.437	2.250	
		196.050	100.41	99.25	1.16							
		196.060				-0.330	18.928	-41.233	-0.0079	0.452	-0.984	
		196.080				0.041	16.650	-179.660	9.7500E-4	0.398	-4.289	
		196.100	100.41	99.25	1.17	0.336	11.742	-291.579	0.0080	0.280	-6.961	24.9
		196.120				0.511	4.987	-360.302	0.0122	0.119	-8.602	
		196.140				0.536	-2.670	-376.991	0.0128	-0.064	-9.000	
		196.150	99.03	99.25	-0.22							
		196.160				0.404	-10.092	-327.904	0.0096	-0.241	-7.828	
		196.180				0.132	-15.787	-218.930	0.0031	-0.377	-5.227	
		196.200	98.23	99.25	-1.02	-0.228	-18.850	-80.503	-0.0054	-0.450	-1.922	24.9
		196.220				-0.622	-19.007	64.795	-0.0149	-0.454	1.547	
		196.240				-0.988	-16.258	191.441	-0.0236	-0.388	4.570	
		196.250	97.96	99.25	-1.28							
		196.260				-1.272	-11.349	276.853	-0.0304	-0.271	6.609	
		196.280				-1.442	-5.184	321.032	-0.0344	-0.124	7.664	
		196.300	98.64	99.25	-0.61	-1.480	1.492	331.831	-0.0353	0.036	7.922	24.9
		196.320				-1.382	8.090	306.306	-0.0330	0.193	7.312	
		196.340				-1.156	13.744	238.565	-0.0276	0.328	5.695	
		196.350	99.70	99.25	0.45							
		196.360				-0.833	17.632	131.554	-0.0199	0.421	3.141	
		196.380				-0.451	19.007	0.000	-0.0108	0.454	0.000	
		196.400	100.65	99.25	1.40	-0.072	17.632	-136.463	-0.0017	0.421	-3.258	24.9
		196.420				0.254	13.548	-261.145	0.0061	0.323	-6.234	
		196.440				0.470	7.186	-342.630	0.0112	0.172	-8.180	
		196.450	99.58	99.25	0.33							
		196.460				0.542	-0.157	-373.064	0.0129	-0.004	-8.906	
		196.480				0.463	-7.736	-351.466	0.0111	-0.185	-8.391	
		196.500	98.79	99.25	-0.45	0.232	-14.216	-260.163	0.0055	-0.339	-6.211	24.9
		196.520				-0.105	-18.143	-126.646	-0.0025	-0.433	-3.023	
		196.540				-0.493	-19.282	17.671	-0.0118	-0.460	0.422	
		196.550	97.89	99.25	-1.36							
		196.560				-0.877	-17.436	154.135	-0.0209	-0.416	3.680	
		196.580				-1.191	-13.116	254.273	-0.0284	-0.313	6.070	
		196.600	98.15	99.25	-1.10	-1.401	-7.265	311.214	-0.0335	-0.173	7.430	24.9
		196.620				-1.481	-0.668	332.813	-0.0354	-0.016	7.945	
		196.640				-1.428	6.048	320.050	-0.0341	0.144	7.641	
		196.650	99.13	99.25	-0.12							
		196.660				-1.239	12.134	265.072	-0.0296	0.290	6.328	
		196.680				-0.942	16.650	169.842	-0.0225	0.398	4.055	
		196.700	100.11	99.25	0.86	-0.573	18.928	43.197	-0.0137	0.452	1.031	24.9
		196.720				-0.185	18.378	-97.193	-0.0044	0.439	-2.320	
		196.740				0.162	15.040	-225.802	0.0039	0.359	-5.391	
		196.750	100.39	99.25	1.14							
		196.760				0.416	9.346	-320.050	0.0099	0.223	-7.641	
		196.780				0.536	2.238	-369.137	0.0128	0.053	-8.813	
		196.800	99.22	99.26	-0.04	0.506	-5.419	-363.247	0.0121	-0.129	-8.672	24.9
		196.820				0.319	-12.291	-291.579	0.0076	-0.293	-6.961	
		196.840				0.014	-17.082	-171.806	3.3750E-4	-0.408	-4.102	
		196.850	98.22	99.25	-1.03							
		196.860				-0.364	-19.164	-30.434	-0.0087	-0.458	-0.727	
		196.880				-0.752	-18.300	108.974	-0.0180	-0.437	2.602	
		196.900	97.88	99.26	-1.37	-1.096	-14.805	224.820	-0.0262	-0.353	5.367	24.9
		196.920				-1.345	-9.307	296.488	-0.0321	-0.222	7.078	
		196.940				-1.469	-2.945	328.886	-0.0351	-0.070	7.852	
		196.950	98.67	99.26	-0.59							
		196.960				-1.462	3.848	330.849	-0.0349	0.092	7.898	
		196.980				-1.315	10.289	289.616	-0.0314	0.246	6.914	
		197.000	99.73	99.25	0.48	-1.051	15.433	204.204	-0.0251	0.368	4.875	24.9
		197.020				-0.697	18.457	86.394	-0.0167	0.441	2.063	
		197.040				-0.313	18.889	-48.106	-0.0075	0.451	-1.148	
		197.050	100.67	99.25	1.42							
		197.060				0.058	16.533	-187.514	0.0014	0.395	-4.477	
		197.080				0.349	11.388	-297.470	0.0083	0.272	-7.102	
		197.100	99.56	99.25	0.30	0.514	4.634	-360.302	0.0123	0.111	-8.602	24.9
		197.120				0.534	-3.024	-374.046	0.0127	-0.072	-8.930	
		197.140				0.393	-10.328	-322.013	0.0094	-0.247	-7.687	
		197.150	98.77	99.25	-0.49							
		197.160				0.121	-15.904	-213.039	0.0029	-0.380	-5.086	
		197.180				-0.243	-18.850	-73.631	-0.0058	-0.450	-1.758	
		197.200	97.89	99.25	-1.36	-0.633	-18.850	68.722	-0.0151	-0.450	1.641	24.9
		197.220				-0.997	-16.101	192.423	-0.0238	-0.384	4.594	
		197.240				-1.277	-11.153	275.871	-0.0305	-0.266	6.586	
		197.250	98.16	99.25	-1.09							
		197.260				-1.444	-5.066	320.050	-0.0345	-0.121	7.641	
		197.280				-1.480	1.649	331.831	-0.0353	0.039	7.922	
		197.300	99.13	99.25	-0.12	-1.378	8.207	303.360	-0.0329	0.196	7.242	24.9
		197.320				-1.151	13.784	237.583	-0.0275	0.329	5.672	
		197.340				-0.826	17.711	132.536	-0.0197	0.423	3.164	
		197.350	100.13	99.25	0.88							
		197.360				-0.443	19.085	-1.963	-0.0106	0.456	-0.047	
		197.380				-0.063	17.632	-140.390	-0.0015	0.421	-3.352	
		197.400	100.37	99.25	1.12	0.262	13.470	-266.054	0.0063	0.322	-6.352	24.9
		197.420				0.476	6.990	-348.521	0.0114	0.167	-8.320	
		197.440				0.542	-0.471	-375.028	0.0129	-0.011	-8.953	
		197.450	99.19	99.25	-0.06							
		197.460				0.457	-8.011	-348.521	0.0109	-0.191	-8.320	
		197.480				0.221	-14.412	-255.255	0.0053	-0.344	-6.094	
		197.500	98.19	99.25	-1.06	-0.119	-18.221	-120.755	-0.0029	-0.435	-2.883	24.9
		197.520				-0.507	-19.242	23.562	-0.0121	-0.459	0.562	
		197.540				-0.889	-17.279	158.061	-0.0212	-0.412	3.773	
		197.550	97.90	99.25	-1.35							
		197.560				-1.199	-12.920	255.255	-0.0286	-0.308	6.094	
		197.580				-1.406	-7.069	311.214	-0.0336	-0.169	7.430	
		197.600	98.69	99.25	-0.56	-1.481	-0.471	329.867	-0.0354	-0.011	7.875	24.9
		197.620				-1.425	6.126	316.123	-0.0340	0.146	7.547	
		197.640				-1.236	12.174	263.109	-0.0295	0.291	6.281	
		197.650	99.38	99.25	0.14							
		197.660				-0.938	16.650	168.861	-0.0224	0.397	4.031	
		197.680				-0.570	18.928	45.160	-0.0136	0.452	1.078	
		197.700	100.68	99.25	1.43	-0.181	18.457	-98.175	-0.0043	0.441	-2.344	24.9
		197.720				0.168	15.001	-230.711	0.0040	0.358	-5.508	
		197.740				0.419	9.228	-322.995	0.0100	0.220	-7.711	
		197.750	99.96	99.25	0.71							
		197.760				0.537	2.081	-372.083	0.0128	0.050	-8.883	
		197.780				0.503	-5.655	-368.156	0.0120	-0.135	-8.789	
		197.800	98.75	99.25	-0.51	0.311	-12.645	-292.561	0.0074	-0.302	-6.984	24.9
		197.820				-0.003	-17.357	-164.934	-7.5000E-5	-0.414	-3.937	
		197.840				-0.383	-19.242	-21.598	-0.0092	-0.459	-0.516	
		197.850	98.02	99.25	-1.23							
		197.860				-0.773	-18.221	116.828	-0.0185	-0.435	2.789	
		197.880				-1.112	-14.569	230.711	-0.0266	-0.348	5.508	
		197.900	98.19	99.25	-1.07	-1.356	-8.993	300.415	-0.0324	-0.215	7.172	24.9
		197.920				-1.472	-2.553	327.904	-0.0351	-0.061	7.828	
		197.940				-1.458	4.123	325.940	-0.0348	0.098	7.781	
		197.950	98.99	99.25	-0.26							
		197.960				-1.307	10.485	283.725	-0.0312	0.250	6.773	
		197.980				-1.038	15.472	199.295	-0.0248	0.369	4.758	
		198.000	100.15	99.25	0.90	-0.688	18.457	84.430	-0.0164	0.441	2.016	24.9
		198.020				-0.300	18.850	-53.014	-0.0072	0.450	-1.266	
		198.040				0.066	16.336	-189.477	0.0016	0.390	-4.523	
		198.050	100.61	99.25	1.36							
		198.060				0.353	11.270	-296.488	0.0084	0.269	-7.078	
		198.080				0.517	4.477	-361.283	0.0123	0.107	-8.625	
		198.100	99.17	99.25	-0.08	0.533	-3.181	-374.046	0.0127	-0.076	-8.930	24.9
		198.120				0.390	-10.485	-321.032	0.0093	-0.250	-7.664	
		198.140				0.113	-16.022	-212.058	0.0027	-0.382	-5.062	
		198.150	98.42	99.25	-0.83							
		198.160				-0.251	-18.967	-72.649	-0.0060	-0.453	-1.734	
		198.180				-0.646	-18.928	72.649	-0.0154	-0.452	1.734	
		198.200	97.89	99.25	-1.36	-1.008	-16.061	198.313	-0.0241	-0.383	4.734	24.9
		198.220				-1.288	-10.996	282.744	-0.0308	-0.262	6.750	
		198.240				-1.448	-4.752	324.959	-0.0346	-0.113	7.758	
		198.250	98.44	99.25	-0.81							
		198.260				-1.478	2.003	333.794	-0.0353	0.048	7.969	
		198.280				-1.368	8.600	303.360	-0.0327	0.205	7.242	
		198.300	99.42	99.25	0.17	-1.134	14.137	230.711	-0.0271	0.337	5.508	24.9
		198.320				-0.803	17.829	121.737	-0.0192	0.426	2.906	
		198.340				-0.421	19.007	-10.799	-0.0101	0.454	-0.258	
		198.350	100.56	99.25	1.31							
		198.360				-0.042	17.397	-148.244	-0.0010	0.415	-3.539	
		198.380				0.275	13.077	-268.017	0.0066	0.312	-6.398	
		198.400	99.91	99.25	0.66	0.481	6.676	-346.557	0.0115	0.159	-8.273	24.9
		198.420				0.542	-0.785	-374.046	0.0129	-0.019	-8.930	
		198.440				0.449	-8.286	-342.630	0.0107	-0.198	-8.180	
		198.450	98.99	99.25	-0.26							
		198.460				0.210	-14.491	-250.346	0.0050	-0.346	-5.977	
		198.480				-0.130	-18.300	-118.792	-0.0031	-0.437	-2.836	
		198.500	98.02	99.25	-1.23	-0.522	-19.242	27.489	-0.0125	-0.459	0.656	24.9
		198.520				-0.900	-17.200	161.988	-0.0215	-0.411	3.867	
		198.540				-1.210	-12.763	260.163	-0.0289	-0.305	6.211	
		198.550	98.19	99.26	-1.06							
		198.560				-1.411	-6.794	314.159	-0.0337	-0.162	7.500	
		198.580				-1.481	-0.196	331.831	-0.0354	-0.005	7.922	
		198.600	99.01	99.25	-0.24	-1.418	6.480	318.086	-0.0339	0.155	7.594	24.9
		198.620				-1.222	12.527	261.145	-0.0292	0.299	6.234	
		198.640				-0.917	16.925	161.988	-0.0219	0.404	3.867	
		198.650	100.19	99.25	0.94							
		198.660				-0.545	19.007	34.361	-0.0130	0.454	0.820	
		198.680				-0.157	18.300	-107.011	-0.0038	0.437	-2.555	
		198.700	100.60	99.26	1.34	0.187	14.726	-236.601	0.0045	0.352	-5.648	24.9
		198.720				0.432	8.836	-327.904	0.0103	0.211	-7.828	
		198.740				0.540	1.610	-372.083	0.0129	0.038	-8.883	
		198.750	99.14	99.25	-0.11							
		198.760				0.496	-6.048	-362.265	0.0118	-0.144	-8.648	
		198.780				0.298	-12.881	-284.707	0.0071	-0.307	-6.797	
		198.800	98.40	99.25	-0.85	-0.019	-17.436	-158.061	-4.5000E-4	-0.416	-3.773	24.9
		198.820				-0.399	-19.203	-16.690	-0.0095	-0.458	-0.398	
		198.840				-0.787	-18.103	121.737	-0.0188	-0.432	2.906	
		198.850	97.90	99.25	-1.35							
		198.860				-1.123	-14.334	233.656	-0.0268	-0.342	5.578	
		198.880				-1.360	-8.757	299.433	-0.0325	-0.209	7.148	
		198.900	98.48	99.25	-0.78	-1.473	-2.356	328.886	-0.0352	-0.056	7.852	24.9
		198.920				-1.455	4.398	328.886	-0.0347	0.105	7.852	
		198.940				-1.297	10.799	285.689	-0.0310	0.258	6.820	
		198.950	99.45	99.25	0.20							
		198.960				-1.023	15.826	196.350	-0.0244	0.378	4.687	
		198.980				-0.664	18.653	76.576	-0.0159	0.445	1.828	
		199.000	100.59	99.25	1.34	-0.276	18.889	-60.868	-0.0066	0.451	-1.453	24.9
		199.020				0.091	16.218	-202.240	0.0022	0.387	-4.828	
		199.040				0.372	10.799	-309.251	0.0089	0.258	-7.383	
		199.050	99.87	99.25	0.61							
		199.060				0.523	3.848	-366.192	0.0125	0.092	-8.742	
		199.080				0.526	-3.848	-374.046	0.0126	-0.092	-8.930	
		199.100	98.97	99.25	-0.29	0.369	-11.113	-314.159	0.0088	-0.265	-7.500	24.9
		199.120				0.082	-16.415	-197.331	0.0019	-0.392	-4.711	
		199.140				-0.287	-19.007	-56.941	-0.0069	-0.454	-1.359	
		199.150	97.98	99.25	-1.27							
		199.160				-0.679	-18.692	84.430	-0.0162	-0.446	2.016	
		199.180				-1.035	-15.629	204.204	-0.0247	-0.373	4.875	
		199.200	98.03	99.25	-1.22	-1.304	-10.524	283.725	-0.0311	-0.251	6.773	24.9
		199.220				-1.456	-4.280	323.977	-0.0348	-0.102	7.734	
		199.240				-1.475	2.435	328.886	-0.0352	0.058	7.852	
		199.250	99.04	99.26	-0.22							
		199.260				-1.359	8.875	298.452	-0.0324	0.212	7.125	
		199.280				-1.120	14.373	227.766	-0.0267	0.343	5.437	
		199.300	99.86	99.26	0.60	-0.784	17.986	115.846	-0.0187	0.429	2.766	24.9
		199.320				-0.401	19.007	-17.671	-0.0096	0.454	-0.422	
		199.340				-0.024	17.279	-155.116	-5.6250E-4	0.412	-3.703	
		199.350	100.58	99.26	1.32							
		199.360				0.291	12.802	-274.890	0.0069	0.306	-6.562	
		199.380				0.489	6.283	-352.448	0.0117	0.150	-8.414	
		199.400	99.42	99.25	0.17	0.542	-1.296	-378.955	0.0129	-0.031	-9.047	24.9
		199.420				0.437	-8.875	-340.667	0.0104	-0.212	-8.133	
		199.440				0.187	-14.923	-241.510	0.0045	-0.356	-5.766	
		199.450	98.36	99.25	-0.90							
		199.460				-0.160	-18.535	-108.974	-0.0038	-0.442	-2.602	
		199.480				-0.554	-19.282	40.252	-0.0132	-0.460	0.961	
		199.500	97.90	99.25	-1.36	-0.931	-16.925	174.751	-0.0222	-0.404	4.172	24.9
		199.520				-1.232	-12.291	267.036	-0.0294	-0.293	6.375	
		199.540				-1.423	-6.244	316.123	-0.0340	-0.149	7.547	
		199.550	98.52	99.25	-0.74							
		199.560				-1.481	0.353	329.867	-0.0354	0.008	7.875	
		199.580				-1.409	6.951	312.196	-0.0336	0.166	7.453	
		199.600	99.19	99.26	-0.07	-1.203	12.841	252.309	-0.0287	0.307	6.023	24.9
		199.620				-0.895	17.043	153.153	-0.0214	0.407	3.656	
		199.640				-0.522	18.967	26.507	-0.0125	0.453	0.633	
		199.650	100.59	99.25	1.33							
		199.660				-0.137	18.103	-112.901	-0.0033	0.432	-2.695	
		199.680				0.203	14.451	-240.528	0.0048	0.345	-5.742	
		199.700	100.25	99.25	1.00	0.441	8.482	-330.849	0.0105	0.202	-7.898	24.9
		199.720				0.542	1.217	-373.064	0.0129	0.029	-8.906	
		199.740				0.490	-6.440	-360.302	0.0117	-0.154	-8.602	
		199.750	98.94	99.25	-0.31							
		199.760				0.284	-13.195	-280.780	0.0068	-0.315	-6.703	
		199.780				-0.038	-17.671	-153.153	-9.0000E-4	-0.422	-3.656	
		199.800	98.10	99.25	-1.16	-0.423	-19.321	-7.854	-0.0101	-0.461	-0.188	24.9
		199.820				-0.811	-17.986	131.554	-0.0194	-0.429	3.141	
		199.840				-1.142	-14.059	240.528	-0.0273	-0.336	5.742	
		199.850	98.03	99.25	-1.22							
		199.860				-1.373	-8.364	304.342	-0.0328	-0.200	7.266	
		199.880				-1.477	-1.885	329.867	-0.0353	-0.045	7.875	
		199.900	98.81	99.26	-0.44	-1.448	4.830	323.977	-0.0346	0.115	7.734	24.9
		199.920				-1.283	11.074	276.853	-0.0306	0.264	6.609	
		199.940				-1.005	15.904	187.514	-0.0240	0.380	4.477	
		199.950	99.88	99.26	0.63							
		199.960				-0.647	18.575	68.722	-0.0155	0.443	1.641	
		199.980				-0.262	18.653	-65.777	-0.0063	0.445	-1.570	
		200.000	100.56	99.25	1.30	0.099	15.944	-201.258	0.0024	0.381	-4.805	24.9
		200.020				0.375	10.603	-304.342	0.0090	0.253	-7.266	
		200.040				0.523	3.770	-361.283	0.0125	0.090	-8.625	
		200.050	99.40	99.26	0.14							
		200.060				0.526	-3.848	-371.101	0.0126	-0.092	-8.859	
		200.080				0.369	-11.074	-313.178	0.0088	-0.264	-7.477	
		200.100	98.35	99.26	-0.90	0.083	-16.376	-198.313	0.0020	-0.391	-4.734	24.9
		200.120				-0.286	-19.007	-57.923	-0.0068	-0.454	-1.383	
		200.140				-0.677	-18.692	83.449	-0.0162	-0.446	1.992	
		200.150	97.89	99.26	-1.37							
		200.160				-1.034	-15.669	204.204	-0.0247	-0.374	4.875	
		200.180				-1.304	-10.524	284.707	-0.0311	-0.251	6.797	
		200.200	98.52	99.26	-0.74	-1.455	-4.280	324.959	-0.0347	-0.102	7.758	24.9
		200.220				-1.475	2.474	332.813	-0.0352	0.059	7.945	
		200.240				-1.356	9.032	300.415	-0.0324	0.216	7.172	
		200.250	99.20	99.25	-0.05							
		200.260				-1.114	14.491	225.802	-0.0266	0.346	5.391	
		200.280				-0.776	18.064	113.883	-0.0185	0.431	2.719	
		200.300	100.59	99.25	1.33	-0.391	19.046	-20.617	-0.0093	0.455	-0.492	24.9
		200.320				-0.014	17.240	-160.025	-3.3750E-4	0.412	-3.820	
		200.340				0.298	12.645	-278.817	0.0071	0.302	-6.656	
		200.350	100.21	99.25	0.96							
		200.360				0.492	6.087	-351.466	0.0117	0.145	-8.391	
		200.380				0.542	-1.414	-376.010	0.0129	-0.034	-8.977	
		200.400	98.93	99.26	-0.32	0.435	-8.954	-338.703	0.0104	-0.214	-8.086	24.9
		200.420				0.184	-14.962	-238.565	0.0044	-0.357	-5.695	
		200.440				-0.163	-18.496	-105.047	-0.0039	-0.442	-2.508	
		200.450	98.10	99.25	-1.16							
		200.460				-0.556	-19.164	40.252	-0.0133	-0.457	0.961	
		200.480				-0.930	-16.886	170.824	-0.0222	-0.403	4.078	
		200.500	98.05	99.25	-1.21	-1.232	-12.331	266.054	-0.0294	-0.294	6.352	24.9
		200.520				-1.423	-6.244	318.086	-0.0340	-0.149	7.594	
		200.540				-1.481	0.393	330.849	-0.0354	0.009	7.898	
		200.550	98.82	99.25	-0.43							
		200.560				-1.407	6.990	314.159	-0.0336	0.167	7.500	
		200.580				-1.202	12.959	256.236	-0.0287	0.309	6.117	
		200.600	99.93	99.25	0.68	-0.889	17.240	153.153	-0.0212	0.412	3.656	24.9
		200.620				-0.512	19.085	22.580	-0.0122	0.456	0.539	
		200.640				-0.126	18.143	-118.792	-0.0030	0.433	-2.836	
		200.650	100.70	99.25	1.45							
		200.660				0.214	14.334	-248.382	0.0051	0.342	-5.930	
		200.680				0.448	8.207	-336.740	0.0107	0.196	-8.039	
		200.700	99.36	99.25	0.11	0.542	0.864	-375.028	0.0129	0.021	-8.953	24.9
		200.720				0.482	-6.794	-357.356	0.0115	-0.162	-8.531	
		200.740				0.270	-13.430	-271.944	0.0064	-0.321	-6.492	
		200.750	98.61	99.25	-0.64							
		200.760				-0.055	-17.671	-144.317	-0.0013	-0.422	-3.445	
		200.780				-0.437	-19.203	-3.927	-0.0104	-0.458	-0.094	
		200.800	97.89	99.26	-1.37	-0.823	-17.829	135.481	-0.0197	-0.426	3.234	24.9
		200.820				-1.150	-13.784	241.510	-0.0275	-0.329	5.766	
		200.840				-1.374	-8.168	299.433	-0.0328	-0.195	7.148	
		200.850	98.27	99.25	-0.98							
		200.860				-1.477	-1.806	325.940	-0.0353	-0.043	7.781	
		200.880				-1.447	4.869	324.959	-0.0345	0.116	7.758	
		200.900	99.23	99.25	-0.03	-1.282	11.192	278.817	-0.0306	0.267	6.656	24.9
		200.920				-0.999	16.022	185.550	-0.0239	0.382	4.430	
		200.940				-0.641	18.614	66.759	-0.0153	0.444	1.594	
		200.950	100.26	99.25	1.01							
		200.960				-0.254	18.692	-66.759	-0.0061	0.446	-1.594	
		200.980				0.107	15.944	-205.185	0.0025	0.381	-4.898	
		201.000	100.19	99.25	0.94	0.383	10.485	-312.196	0.0091	0.250	-7.453	24.9
		201.020				0.526	3.456	-367.174	0.0126	0.083	-8.766	
		201.040				0.522	-4.202	-371.101	0.0124	-0.100	-8.859	
		201.050	99.08	99.25	-0.17							
		201.060				0.358	-11.388	-311.214	0.0085	-0.272	-7.430	
		201.080				0.066	-16.650	-193.404	0.0016	-0.397	-4.617	
		201.100	98.09	99.25	-1.16	-0.308	-19.124	-49.087	-0.0074	-0.457	-1.172	24.9
		201.120				-0.699	-18.614	93.266	-0.0167	-0.444	2.227	
		201.140				-1.052	-15.394	211.076	-0.0251	-0.368	5.039	
		201.150	97.93	99.25	-1.32							
		201.160				-1.315	-10.171	286.671	-0.0314	-0.243	6.844	
		201.180				-1.459	-3.927	324.959	-0.0348	-0.094	7.758	
		201.200	98.84	99.25	-0.41	-1.472	2.827	329.867	-0.0351	0.068	7.875	24.9
		201.220				-1.346	9.268	294.525	-0.0321	0.221	7.031	
		201.240				-1.101	14.608	219.912	-0.0263	0.349	5.250	
		201.250	99.55	99.25	0.30							
		201.260				-0.762	18.064	108.974	-0.0182	0.431	2.602	
		201.280				-0.379	18.967	-23.562	-0.0090	0.453	-0.562	
		201.300	100.67	99.25	1.43	-0.003	17.122	-162.970	-7.5000E-5	0.409	-3.891	24.9
		201.320				0.306	12.449	-280.780	0.0073	0.297	-6.703	
		201.340				0.495	5.890	-352.448	0.0118	0.141	-8.414	
		201.350	99.74	99.25	0.49							
		201.360				0.542	-1.649	-377.973	0.0129	-0.039	-9.023	
		201.380				0.429	-9.228	-338.703	0.0102	-0.220	-8.086	
		201.400	98.60	99.25	-0.66	0.173	-15.197	-233.656	0.0041	-0.363	-5.578	24.9
		201.420				-0.179	-18.575	-98.175	-0.0043	-0.443	-2.344	
		201.440				-0.570	-19.124	45.160	-0.0136	-0.457	1.078	
		201.450	97.91	99.26	-1.34							
		201.460				-0.944	-16.768	176.715	-0.0225	-0.400	4.219	
		201.480				-1.241	-12.056	268.999	-0.0296	-0.288	6.422	
		201.500	98.29	99.26	-0.97	-1.426	-6.008	316.123	-0.0341	-0.143	7.547	24.9
		201.520				-1.481	0.589	330.849	-0.0354	0.014	7.898	
		201.540				-1.403	7.226	313.178	-0.0335	0.172	7.477	
		201.550	99.25	99.25	0.00							
		201.560				-1.192	13.116	251.328	-0.0285	0.313	6.000	
		201.580				-0.878	17.279	147.262	-0.0210	0.413	3.516	
		201.600	100.30	99.25	1.04	-0.501	19.007	17.671	-0.0120	0.454	0.422	24.9
		201.620				-0.118	17.986	-120.755	-0.0028	0.429	-2.883	
		201.640				0.218	14.176	-247.401	0.0052	0.338	-5.906	
		201.650	100.15	99.25	0.90							
		201.660				0.449	8.090	-333.794	0.0107	0.193	-7.969	
		201.680				0.542	0.825	-373.064	0.0129	0.020	-8.906	
		201.700	99.07	99.25	-0.19	0.482	-6.833	-357.356	0.0115	-0.163	-8.531	24.9
		201.720				0.269	-13.470	-271.944	0.0064	-0.322	-6.492	
		201.740				-0.057	-17.711	-144.317	-0.0014	-0.423	-3.445	
		201.750	98.08	99.25	-1.18							
		201.760				-0.440	-19.242	-2.945	-0.0105	-0.459	-0.070	
		201.780				-0.826	-17.829	135.481	-0.0197	-0.426	3.234	
		201.800	97.93	99.26	-1.33	-1.153	-13.823	242.492	-0.0275	-0.330	5.789	24.9
		201.820				-1.379	-8.129	305.324	-0.0329	-0.194	7.289	
		201.840				-1.478	-1.610	330.849	-0.0353	-0.038	7.898	
		201.850	98.86	99.26	-0.40							
		201.860				-1.444	5.105	323.977	-0.0345	0.122	7.734	
		201.880				-1.274	11.349	276.853	-0.0304	0.271	6.609	
		201.900	99.58	99.25	0.33	-0.990	16.179	184.569	-0.0236	0.386	4.406	24.9
		201.920				-0.627	18.732	60.868	-0.0150	0.447	1.453	
		201.940				-0.240	18.614	-74.613	-0.0057	0.444	-1.781	
		201.950	100.67	99.25	1.42							
		201.960				0.118	15.747	-209.112	0.0028	0.376	-4.992	
		201.980				0.390	10.249	-312.196	0.0093	0.245	-7.453	
		202.000	99.70	99.25	0.45	0.528	3.259	-364.229	0.0126	0.078	-8.695	24.9
