Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
21,450	1,690	4,037	-23,248	0,0404	0,096	-0,555	21,450	-2,289	-7,116	29,688	-0,0546	-0,170	0,709	21,450	1,491	7,006	-21,363	0,0356	0,167	-0,510	21,450	-1,263	9,032	11,781	-0,0302	0,216	0,281	21,450	3,382	-1,916	-39,898	0,0807	-0,046	-0,953	21,450	-3,195	2,592	33,301	-0,0763	0,062	0,795	21,450	-2,425	7,053	24,190	-0,0579	0,168	0,578	21,450	-2,809	-6,864	33,929	-0,0671	-0,164	0,810	21,450	2,083	-4,540	-22,934	0,0497	-0,108	-0,548	21,450	2,857	-7,194	-31,102	0,0682	-0,172	-0,743	21,450	0,869	-0,188	-10,996	0,0207	-0,005	-0,263	21,450	-0,624	-0,204	8,639	-0,0149	-0,005	0,206	21,450	0,215	0,770	-6,754	0,0051	0,018	-0,161	21,450	0,245	0,801	-5,969	0,0059	0,019	-0,142	21,450	0,848	-3,204	-8,011	0,0203	-0,077	-0,191	21,450	-0,939	0,298	10,053	-0,0224	0,007	0,240	21,450	-0,270	2,560	-0,471	-0,0064	0,061	-0,011	21,450	-1,123	-1,005	16,650	-0,0268	-0,024	0,398	21,450	-0,289	2,655	1,571	-0,0069	0,063	0,038	21,450	1,423	4,728	-19,792	0,0340	0,113	-0,472
21,500	1,863	2,812	-25,290	0,0445	0,067	-0,604	21,500	-2,606	-5,529	33,144	-0,0622	-0,132	0,791	21,500	1,814	5,843	-24,976	0,0433	0,140	-0,596	21,500	-0,796	9,503	6,597	-0,0190	0,227	0,157	21,500	3,236	-3,848	-37,542	0,0773	-0,092	-0,896	21,500	-3,024	4,210	31,102	-0,0722	0,101	0,742	21,500	-2,042	8,152	19,478	-0,0487	0,195	0,465	21,500	-3,109	-5,058	37,385	-0,0742	-0,121	0,893	21,500	1,827	-5,608	-19,792	0,0436	-0,134	-0,472	21,500	2,458	-8,639	-26,232	0,0587	-0,206	-0,626	21,500	0,845	-0,691	-9,425	0,0202	-0,017	-0,225	21,500	-0,622	0,188	6,912	-0,0149	0,005	0,165	21,500	0,245	0,424	-6,754	0,0059	0,010	-0,161	21,500	0,278	0,487	-6,283	0,0066	0,012	-0,150	21,500	0,677	-3,550	-5,655	0,0162	-0,085	-0,135	21,500	-0,913	0,738	8,325	-0,0218	0,018	0,199	21,500	-0,145	2,498	-1,885	-0,0034	0,060	-0,045	21,500	-1,151	-0,188	14,923	-0,0275	-0,005	0,356	21,500	-0,154	2,686	-9,415E-13	-0,0037	0,064	-2,248E-14	21,500	1,634	3,676	-22,148	0,0390	0,088	-0,529
21,550	1,971	1,508	-26,075	0,0471	0,036	-0,623	21,550	-2,842	-3,801	35,814	-0,0678	-0,091	0,855	21,550	2,075	4,508	-28,117	0,0495	0,108	-0,671	21,550	-0,313	9,692	0,785	-0,0075	0,231	0,019	21,550	2,997	-5,671	-34,715	0,0716	-0,135	-0,829	21,550	-2,774	5,702	27,960	-0,0662	0,136	0,667	21,550	-1,610	9,001	14,294	-0,0384	0,215	0,341	21,550	-3,314	-3,126	39,427	-0,0791	-0,075	0,941	21,550	1,522	-6,519	-16,493	0,0363	-0,156	-0,394	21,550	1,993	-9,817	-20,892	0,0476	-0,234	-0,499	21,550	0,800	-1,131	-8,011	0,0191	-0,027	-0,191	21,550	-0,605	0,487	5,812	-0,0144	0,012	0,139	21,550	0,258	0,094	-5,655	0,0062	0,002	-0,135	21,550	0,294	0,173	-5,498	0,0070	0,004	-0,131	21,550	0,493	-3,770	-3,456	0,0118	-0,090	-0,082	21,550	-0,866	1,131	7,383	-0,0207	0,027	0,176	21,550	-0,020	2,372	-3,613	-4,8750E-4	0,057	-0,086	21,550	-1,142	0,487	12,723	-0,0273	0,012	0,304	21,550	-0,020	2,655	-1,414	-4,8750E-4	0,063	-0,034	21,550	1,791	2,513	-23,876	0,0427	0,060	-0,570
21,600	2,014	0,204	-25,133	0,0481	0,005	-0,600	21,600	-2,986	-1,948	36,914	-0,0713	-0,046	0,881	21,600	2,265	3,032	-30,473	0,0541	0,072	-0,728	21,600	0,173	9,582	-5,027	0,0041	0,229	-0,120	21,600	2,669	-7,320	-30,631	0,0637	-0,175	-0,731	21,600	-2,454	7,006	24,190	-0,0586	0,167	0,577	21,600	-1,142	9,582	8,954	-0,0273	0,229	0,214	21,600	-3,421	-1,115	39,741	-0,0817	-0,027	0,949	21,600	1,175	-7,257	-12,409	0,0280	-0,173	-0,296	21,600	1,477	-10,729	-15,080	0,0352	-0,256	-0,360	21,600	0,732	-1,492	-6,440	0,0175	-0,036	-0,154	21,600	-0,573	0,770	5,027	-0,0137	0,018	0,120	21,600	0,254	-0,141	-4,084	0,0061	-0,003	-0,097	21,600	0,295	-0,063	-3,770	0,0071	-0,001	-0,090	21,600	0,300	-3,896	-1,257	0,0072	-0,093	-0,030	21,600	-0,800	1,477	6,440	-0,0191	0,035	0,154	21,600	0,093	2,136	-5,184	0,0022	0,051	-0,124	21,600	-1,103	1,084	11,310	-0,0263	0,026	0,270	21,600	0,112	2,545	-3,299	0,0027	0,061	-0,079	21,600	1,885	1,288	-24,190	0,0450	0,031	-0,577
21,650	1,992	-1,005	-23,405	0,0476	-0,024	-0,559	21,650	-3,036	-0,110	35,971	-0,0725	-0,003	0,859	21,650	2,378	1,461	-30,945	0,0568	0,035	-0,739	21,650	0,646	9,189	-10,681	0,0154	0,219	-0,255	21,650	2,265	-8,734	-25,761	0,0541	-0,208	-0,615	21,650	-2,073	8,121	20,263	-0,0495	0,194	0,484	21,650	-0,652	9,896	3,299	-0,0156	0,236	0,079	21,650	-3,426	0,848	38,013	-0,0818	0,020	0,907	21,650	0,796	-7,760	-7,540	0,0190	-0,185	-0,180	21,650	0,920	-11,325	-8,325	0,0220	-0,270	-0,199	21,650	0,650	-1,775	-5,341	0,0155	-0,042	-0,127	21,650	-0,528	0,990	3,927	-0,0126	0,024	0,094	21,650	0,243	-0,314	-3,299	0,0058	-0,007	-0,079	21,650	0,287	-0,204	-2,356	0,0069	-0,005	-0,056	21,650	0,104	-3,896	1,414	0,0025	-0,093	0,034	21,650	-0,718	1,775	5,184	-0,0171	0,042	0,124	21,650	0,193	1,854	-6,283	0,0046	0,044	-0,150	21,650	-1,034	1,618	9,896	-0,0247	0,039	0,236	21,650	0,234	2,325	-4,869	0,0056	0,055	-0,116	21,650	1,920	0,094	-22,934	0,0458	0,002	-0,547
21,700	1,913	-2,136	-21,834	0,0457	-0,051	-0,521	21,700	-2,997	1,649	33,772	-0,0715	0,039	0,806	21,700	2,411	-0,063	-29,374	0,0576	-0,002	-0,701	21,700	1,092	8,514	-16,022	0,0261	0,203	-0,382	21,700	1,795	-9,896	-20,420	0,0429	-0,236	-0,488	21,700	-1,641	9,032	15,237	-0,0392	0,216	0,364	21,700	-0,152	9,912	-2,827	-0,0036	0,237	-0,067	21,700	-3,336	2,686	35,343	-0,0797	0,064	0,844	21,700	0,399	-8,011	-2,827	0,0095	-0,191	-0,068	21,700	0,344	-11,561	-1,257	0,0082	-0,276	-0,030	21,700	0,554	-2,026	-4,084	0,0132	-0,048	-0,098	21,700	-0,474	1,162	3,299	-0,0113	0,028	0,079	21,700	0,223	-0,471	-2,513	0,0053	-0,011	-0,060	21,700	0,275	-0,298	-1,571	0,0066	-0,007	-0,038	21,700	-0,090	-3,754	3,770	-0,0021	-0,090	0,090	21,700	-0,622	1,995	3,927	-0,0149	0,048	0,094	21,700	0,278	1,508	-7,069	0,0066	0,036	-0,169	21,700	-0,941	2,073	8,639	-0,0225	0,050	0,206	21,700	0,344	2,058	-6,126	0,0082	0,049	-0,146	21,700	1,894	-1,005	-20,577	0,0452	-0,024	-0,491
21,750	1,778	-3,189	-19,792	0,0425	-0,076	-0,472	21,750	-2,871	3,267	31,259	-0,0685	0,078	0,746	21,750	2,372	-1,477	-27,489	0,0566	-0,035	-0,656	21,750	1,497	7,587	-20,735	0,0357	0,181	-0,495	21,750	1,275	-10,776	-14,451	0,0305	-0,257	-0,345	21,750	-1,170	9,645	9,425	-0,0279	0,230	0,225	21,750	0,339	9,613	-8,639	0,0081	0,230	-0,206	21,750	-3,157	4,383	32,673	-0,0754	0,105	0,780	21,750	-0,005	-8,042	1,885	-1,1250E-4	-0,192	0,045	21,750	-0,236	-11,451	5,655	-0,0056	-0,273	0,135	21,750	0,448	-2,183	-2,670	0,0107	-0,052	-0,064	21,750	-0,412	1,319	2,513	-0,0098	0,032	0,060	21,750	0,196	-0,565	-1,571	0,0047	-0,014	-0,037	21,750	0,258	-0,361	-1,100	0,0062	-0,009	-0,026	21,750	-0,272	-3,519	5,498	-0,0065	-0,084	0,131	21,750	-0,518	2,168	2,827	-0,0124	0,052	0,068	21,750	0,344	1,147	-7,697	0,0082	0,027	-0,184	21,750	-0,826	2,482	7,383	-0,0197	0,059	0,176	21,750	0,440	1,712	-7,383	0,0105	0,041	-0,176	21,750	1,819	-1,963	-18,535	0,0434	-0,047	-0,442
21,800	1,594	-4,115	-17,279	0,0381	-0,098	-0,412	21,800	-2,670	4,775	28,746	-0,0637	0,114	0,686	21,800	2,264	-2,812	-25,604	0,0540	-0,067	-0,611	21,800	1,850	6,440	-24,662	0,0442	0,154	-0,589	21,800	0,718	-11,341	-7,697	0,0171	-0,271	-0,184	21,800	-0,677	9,975	3,927	-0,0162	0,238	0,094	21,800	0,809	9,048	-14,137	0,0193	0,216	-0,338	21,800	-2,898	5,953	30,002	-0,0692	0,142	0,716	21,800	-0,405	-7,823	6,754	-0,0097	-0,187	0,161	21,800	-0,801	-10,996	12,252	-0,0191	-0,262	0,293	21,800	0,336	-2,293	-1,571	0,0080	-0,055	-0,037	21,800	-0,342	1,414	1,571	-0,0082	0,034	0,037	21,800	0,167	-0,628	-1,100	0,0040	-0,015	-0,026	21,800	0,239	-0,408	-0,785	0,0057	-0,010	-0,019	21,800	-0,441	-3,204	7,540	-0,0105	-0,076	0,180	21,800	-0,405	2,278	1,257	-0,0097	0,054	0,030	21,800	0,393	0,738	-8,482	0,0094	0,018	-0,203	21,800	-0,693	2,812	5,655	-0,0165	0,067	0,135	21,800	0,515	1,319	-8,011	0,0123	0,032	-0,191	21,800	1,698	-2,859	-17,122	0,0405	-0,068	-0,409
21,850	1,367	-4,917	-14,608	0,0326	-0,117	-0,349	21,850	-2,394	6,142	25,290	-0,0571	0,147	0,604	21,850	2,091	-4,037	-23,091	0,0499	-0,096	-0,551	21,850	2,141	5,121	-27,960	0,0511	0,122	-0,668	21,850	0,141	-11,545	-0,628	0,0034	-0,276	-0,015	21,850	-0,173	10,037	-2,042	-0,0041	0,240	-0,049	21,850	1,244	8,200	-19,321	0,0297	0,196	-0,461	21,850	-2,562	7,383	25,918	-0,0612	0,176	0,619	21,850	-0,787	-7,367	11,153	-0,0188	-0,176	0,266	21,850	-1,335	-10,226	18,378	-0,0319	-0,244	0,439	21,850	0,218	-2,340	8,127E-13	0,0052	-0,056	1,943E-14	21,850	-0,270	1,477	0,628	-0,0065	0,035	0,015	21,850	0,134	-0,675	-0,471	0,0032	-0,016	-0,011	21,850	0,217	-0,440	-0,471	0,0052	-0,010	-0,011	21,850	-0,592	-2,765	9,582	-0,0141	-0,066	0,229	21,850	-0,291	2,293	-0,314	-0,0069	0,055	-0,008	21,850	0,418	0,298	-8,011	0,0100	0,007	-0,191	21,850	-0,545	3,047	3,770	-0,0130	0,073	0,090	21,850	0,572	0,911	-8,639	0,0136	0,022	-0,206	21,850	1,533	-3,676	-15,237	0,0366	-0,088	-0,364
21,900	1,103	-5,576	-11,467	0,0263	-0,133	-0,274	21,900	-2,056	7,304	21,363	-0,0491	0,174	0,510	21,900	1,860	-5,121	-20,263	0,0444	-0,122	-0,484	21,900	2,362	3,644	-30,631	0,0564	0,087	-0,731	21,900	-0,437	-11,404	6,283	-0,0104	-0,272	0,150	21,900	0,327	9,770	-8,168	0,0078	0,233	-0,195	21,900	1,629	7,116	-23,719	0,0389	0,170	-0,566	21,900	-2,160	8,545	20,892	-0,0516	0,204	0,499	21,900	-1,142	-6,707	15,237	-0,0273	-0,160	0,364	21,900	-1,824	-9,158	24,190	-0,0435	-0,219	0,577	21,900	0,102	-2,293	1,571	0,0024	-0,055	0,037	21,900	-0,195	1,477	-0,471	-0,0047	0,035	-0,011	21,900	0,099	-0,675	0,314	0,0024	-0,016	0,007	21,900	0,195	-0,456	-0,314	0,0047	-0,011	-0,008	21,900	-0,718	-2,246	10,996	-0,0171	-0,054	0,262	21,900	-0,176	2,246	-1,571	-0,0042	0,054	-0,037	21,900	0,423	-0,063	-6,126	0,0101	-0,001	-0,146	21,900	-0,388	3,189	1,885	-0,0093	0,076	0,045	21,900	0,606	0,456	-8,639	0,0145	0,011	-0,206	21,900	1,330	-4,383	-12,723	0,0318	-0,105	-0,304
21,950	0,809	-6,063	-7,697	0,0193	-0,145	-0,184	21,950	-1,663	8,278	16,808	-0,0397	0,198	0,401	21,950	1,579	-6,063	-17,122	0,0377	-0,145	-0,409	21,950	2,505	2,058	-32,044	0,0598	0,049	-0,765	21,950	-0,999	-10,917	12,881	-0,0238	-0,261	0,307	21,950	0,804	9,221	-13,666	0,0192	0,220	-0,326	21,950	1,956	5,828	-27,489	0,0467	0,139	-0,656	21,950	-1,707	9,472	16,022	-0,0408	0,226	0,383	21,950	-1,458	-5,843	18,850	-0,0348	-0,140	0,450	21,950	-2,251	-7,807	29,217	-0,0537	-0,186	0,697	21,950	-0,011	-2,183	2,985	-2,6250E-4	-0,052	0,071	21,950	-0,123	1,429	-1,100	-0,0029	0,034	-0,026	21,950	0,066	-0,644	0,628	0,0016	-0,015	0,015	21,950	0,171	-0,471	-1,621E-13	0,0041	-0,011	-3,868E-15	21,950	-0,817	-1,665	12,095	-0,0195	-0,040	0,289	21,950	-0,066	2,136	-2,827	-0,0016	0,051	-0,067	21,950	0,412	-0,314	-4,555	0,0098	-0,008	-0,109	21,950	-0,226	3,236	1,132E-12	-0,0054	0,077	2,706E-14	21,950	0,617	0,047	-7,226	0,0147	0,001	-0,173	21,950	1,095	-4,948	-9,739	0,0261	-0,118	-0,233
22,000	0,496	-6,346	-3,927	0,0119	-0,152	-0,094	22,000	-1,228	8,985	11,781	-0,0293	0,215	0,281	22,000	1,253	-6,833	-13,195	0,0299	-0,163	-0,315	22,000	2,568	0,440	-31,573	0,0613	0,011	-0,754	22,000	-1,528	-10,116	19,007	-0,0365	-0,242	0,454	22,000	1,249	8,404	-19,007	0,0298	0,201	-0,454	22,000	2,212	4,367	-30,631	0,0528	0,104	-0,731	22,000	-1,213	10,147	10,210	-0,0290	0,242	0,244	22,000	-1,726	-4,822	21,677	-0,0412	-0,115	0,518	22,000	-2,604	-6,236	32,987	-0,0622	-0,149	0,788	22,000	-0,116	-1,995	4,241	-0,0028	-0,048	0,101	22,000	-0,052	1,367	-1,885	-0,0012	0,033	-0,045	22,000	0,035	-0,613	0,785	8,2500E-4	-0,015	0,019	22,000	0,148	-0,456	0,471	0,0035	-0,011	0,011	22,000	-0,884	-1,037	12,723	-0,0211	-0,025	0,304	22,000	0,038	1,963	-4,241	9,0000E-4	0,047	-0,101	22,000	0,391	-0,518	-3,770	0,0093	-0,012	-0,090	22,000	-0,064	3,189	-1,885	-0,0015	0,076	-0,045	22,000	0,611	-0,267	-5,341	0,0146	-0,006	-0,128	22,000	0,836	-5,356	-6,597	0,0199	-0,128	-0,158
22,050	0,174	-6,456	-0,314	0,0042	-0,154	-0,007	22,050	-0,765	9,456	6,440	-0,0183	0,226	0,154	22,050	0,895	-7,383	-8,954	0,0214	-0,176	-0,214	22,050	2,549	-1,100	-29,374	0,0609	-0,026	-0,701	22,050	-2,011	-9,016	24,662	-0,0480	-0,215	0,589	22,050	1,645	7,320	-23,719	0,0393	0,175	-0,566	22,050	2,392	2,765	-32,830	0,0571	0,066	-0,784	22,050	-0,693	10,493	3,770	-0,0165	0,251	0,090	22,050	-1,940	-3,676	24,190	-0,0463	-0,088	0,578	22,050	-2,875	-4,508	35,971	-0,0686	-0,108	0,859	22,050	-0,210	-1,759	5,184	-0,0050	-0,042	0,124	22,050	0,014	1,241	-2,985	3,3750E-4	0,030	-0,071	22,050	0,005	-0,565	1,257	1,1250E-4	-0,013	0,030	22,050	0,126	-0,424	0,628	0,0030	-0,010	0,015	22,050	-0,920	-0,393	12,252	-0,0220	-0,009	0,293	22,050	0,130	1,712	-5,498	0,0031	0,041	-0,131	22,050	0,360	-0,691	-2,670	0,0086	-0,016	-0,064	22,050	0,093	3,047	-3,927	0,0022	0,073	-0,094	22,050	0,591	-0,487	-3,927	0,0141	-0,012	-0,094	22,050	0,559	-5,608	-3,142	0,0133	-0,134	-0,075
22,100	-0,149	-6,377	3,456	-0,0036	-0,152	0,082	22,100	-0,283	9,629	0,628	-0,0067	0,230	0,015	22,100	0,515	-7,728	-4,555	0,0123	-0,184	-0,109	22,100	2,458	-2,498	-27,175	0,0587	-0,060	-0,649	22,100	-2,430	-7,650	29,374	-0,0580	-0,183	0,701	22,100	1,981	6,032	-27,489	0,0473	0,144	-0,656	22,100	2,488	1,084	-32,830	0,0594	0,026	-0,784	22,100	-0,163	10,524	-2,513	-0,0039	0,251	-0,060	22,100	-2,094	-2,403	25,918	-0,0500	-0,057	0,619	22,100	-3,055	-2,639	38,013	-0,0729	-0,063	0,907	22,100	-0,292	-1,477	6,283	-0,0070	-0,035	0,150	22,100	0,072	1,068	-3,770	0,0017	0,025	-0,090	22,100	-0,022	-0,487	1,571	-5,2500E-4	-0,012	0,037	22,100	0,105	-0,393	0,942	0,0025	-0,009	0,022	22,100	-0,924	0,188	10,367	-0,0220	0,004	0,247	22,100	0,209	1,414	-6,126	0,0050	0,034	-0,146	22,100	0,322	-0,785	-1,728	0,0077	-0,019	-0,041	22,100	0,240	2,796	-5,969	0,0057	0,067	-0,143	22,100	0,562	-0,660	-3,142	0,0134	-0,016	-0,075	22,100	0,275	-5,671	0,314	0,0066	-0,135	0,008
22,150	-0,463	-6,110	7,069	-0,0111	-0,146	0,169	22,150	0,198	9,519	-4,869	0,0047	0,227	-0,116	22,150	0,123	-7,838	0,157	0,0029	-0,187	0,004	22,150	2,300	-3,817	-25,133	0,0549	-0,091	-0,600	22,150	-2,776	-6,079	33,458	-0,0663	-0,145	0,799	22,150	2,248	4,571	-30,631	0,0537	0,109	-0,731	22,150	2,501	-0,518	-30,788	0,0597	-0,012	-0,735	22,150	0,360	10,242	-8,639	0,0086	0,244	-0,206	22,150	-2,180	-1,084	25,918	-0,0521	-0,026	0,619	22,150	-3,138	-0,707	37,699	-0,0749	-0,017	0,900	22,150	-0,358	-1,131	7,069	-0,0086	-0,027	0,169	22,150	0,121	0,864	-4,398	0,0029	0,021	-0,105	22,150	-0,044	-0,408	1,728	-0,0010	-0,010	0,041	22,150	0,086	-0,330	1,257	0,0021	-0,008	0,030	22,150	-0,902	0,644	8,639	-0,0215	0,015	0,206	22,150	0,272	1,100	-6,754	0,0065	0,026	-0,161	22,150	0,281	-0,864	-1,414	0,0067	-0,021	-0,034	22,150	0,372	2,450	-7,383	0,0089	0,058	-0,176	22,150	0,525	-0,801	-2,356	0,0125	-0,019	-0,056	22,150	-0,008	-5,576	3,613	-1,8750E-4	-0,133	0,086
22,200	-0,760	-5,671	10,367	-0,0181	-0,135	0,247	22,200	0,669	9,142	-10,367	0,0160	0,218	-0,247	22,200	-0,269	-7,713	4,869	-0,0064	-0,184	0,116	22,200	2,077	-5,011	-22,148	0,0496	-0,120	-0,529	22,200	-3,038	-4,304	36,757	-0,0725	-0,103	0,877	22,200	2,438	2,969	-32,830	0,0582	0,071	-0,784	22,200	2,436	-1,995	-28,589	0,0582	-0,048	-0,683	22,200	0,861	9,660	-14,451	0,0205	0,231	-0,345	22,200	-2,202	0,188	24,504	-0,0526	0,004	0,585	22,200	-3,126	1,131	35,500	-0,0746	0,027	0,848	22,200	-0,405	-0,770	7,383	-0,0097	-0,018	0,176	22,200	0,159	0,628	-4,869	0,0038	0,015	-0,116	22,200	-0,063	-0,314	2,042	-0,0015	-0,008	0,049	22,200	0,072	-0,267	0,942	0,0017	-0,006	0,022	22,200	-0,859	1,052	7,540	-0,0205	0,025	0,180	22,200	0,319	0,738	-7,226	0,0076	0,018	-0,172	22,200	0,236	-0,927	-0,785	0,0056	-0,022	-0,019	22,200	0,485	2,058	-8,639	0,0116	0,049	-0,206	22,200	0,482	-0,895	-1,728	0,0115	-0,021	-0,041	22,200	-0,283	-5,309	7,069	-0,0068	-0,127	0,169
22,250	-1,030	-5,074	13,509	-0,0246	-0,121	0,323	22,250	1,112	8,482	-15,708	0,0266	0,203	-0,375	22,250	-0,649	-7,351	9,425	-0,0155	-0,176	0,225	22,250	1,799	-6,032	-18,850	0,0429	-0,144	-0,450	22,250	-3,206	-2,403	38,170	-0,0765	-0,057	0,911	22,250	2,545	1,288	-33,144	0,0607	0,031	-0,791	22,250	2,301	-3,377	-26,861	0,0549	-0,081	-0,641	22,250	1,326	8,796	-19,949	0,0316	0,210	-0,476	22,250	-2,161	1,367	22,619	-0,0516	0,033	0,540	22,250	-3,025	2,843	33,144	-0,0722	0,068	0,791	22,250	-0,435	-0,393	7,226	-0,0104	-0,009	0,173	22,250	0,184	0,377	-4,869	0,0044	0,009	-0,116	22,250	-0,075	-0,204	2,199	-0,0018	-0,005	0,053	22,250	0,060	-0,236	0,942	0,0014	-0,006	0,023	22,250	-0,796	1,398	6,283	-0,0190	0,033	0,150	22,250	0,346	0,377	-6,912	0,0082	0,009	-0,165	22,250	0,188	-0,942	3,297E-13	0,0045	-0,023	7,841E-15	22,250	0,578	1,587	-9,896	0,0138	0,038	-0,236	22,250	0,435	-0,974	-1,257	0,0104	-0,023	-0,030	22,250	-0,539	-4,869	10,210	-0,0129	-0,116	0,244
22,300	-1,268	-4,320	16,493	-0,0303	-0,103	0,394	22,300	1,517	7,571	-20,420	0,0362	0,181	-0,488	22,300	-1,004	-6,770	13,352	-0,0240	-0,162	0,319	22,300	1,473	-6,896	-15,394	0,0352	-0,165	-0,367	22,300	-3,278	-0,487	37,385	-0,0783	-0,012	0,892	22,300	2,567	-0,346	-31,730	0,0613	-0,008	-0,757	22,300	2,099	-4,681	-24,347	0,0501	-0,112	-0,581	22,300	1,740	7,665	-24,976	0,0415	0,183	-0,596	22,300	-2,066	2,450	20,892	-0,0493	0,059	0,499	22,300	-2,842	4,445	30,631	-0,0678	0,106	0,731	22,300	-0,445	-0,047	5,812	-0,0106	-0,001	0,139	22,300	0,196	0,141	-4,241	0,0047	0,003	-0,101	22,300	-0,083	-0,094	1,885	-0,0020	-0,002	0,045	22,300	0,049	-0,173	1,414	0,0012	-0,004	0,034	22,300	-0,719	1,681	5,341	-0,0172	0,040	0,127	22,300	0,357	0,047	-5,812	0,0085	0,001	-0,139	22,300	0,141	-0,927	0,471	0,0034	-0,022	0,011	22,300	0,644	1,068	-10,367	0,0154	0,025	-0,248	22,300	0,385	-1,021	-0,471	0,0092	-0,024	-0,011	22,300	-0,770	-4,288	12,881	-0,0184	-0,102	0,308
